F_Code,Text
F60,"Spezifische Persönlichkeitsstörungen Es handelt sich um schwere Störungen der Persönlichkeit und des Verhaltens der betroffenen Person, die nicht direkt auf eine Hirnschädigung oder -krankheit oder auf eine andere psychiatrische Störung zurückzuführen sind. Sie erfassen verschiedene Persönlichkeitsbereiche und gehen beinahe immer mit persönlichen und sozialen Beeinträchtigungen einher. Persönlichkeitsstörungen treten meist in der Kindheit oder in der Adoleszenz in Erscheinung und bestehen während des Erwachsenenalters weiter. Paranoide Persönlichkeitsstörung Diese Persönlichkeitsstörung ist durch übertriebene Empfindlichkeit gegenüber Zurückweisung, Nachtragen von Kränkungen, durch Misstrauen, sowie eine Neigung, Erlebtes zu verdrehen gekennzeichnet, indem neutrale oder freundliche Handlungen anderer als feindlich oder verächtlich missgedeutet werden, wiederkehrende unberechtigte Verdächtigungen hinsichtlich der sexuellen Treue des Ehegatten oder Sexualpartners, schließlich durch streitsüchtiges und beharrliches Bestehen auf eigenen Rechten. Diese Personen können zu überhöhtem Selbstwertgefühl und häufiger, übertriebener Selbstbezogenheit neigen. Persönlichkeit(sstörung): expansiv-paranoid Persönlichkeit(sstörung): fanatisch Persönlichkeit(sstörung): paranoid Persönlichkeit(sstörung): querulatorisch Persönlichkeit(sstörung): sensitiv paranoid Schizoide Persönlichkeitsstörung Eine Persönlichkeitsstörung, die durch einen Rückzug von affektiven, sozialen und anderen Kontakten mit übermäßiger Vorliebe für Phantasie, einzelgängerisches Verhalten und in sich gekehrte Zurückhaltung gekennzeichnet ist. Es besteht nur ein begrenztes Vermögen, Gefühle auszudrücken und Freude zu erleben. Dissoziale Persönlichkeitsstörung Eine Persönlichkeitsstörung, die durch eine Missachtung sozialer Verpflichtungen und herzloses Unbeteiligtsein an Gefühlen für andere gekennzeichnet ist. Zwischen dem Verhalten und den herrschenden sozialen Normen besteht eine erhebliche Diskrepanz. Das Verhalten erscheint durch nachteilige Erlebnisse, einschließlich Bestrafung, nicht änderungsfähig. Es besteht eine geringe Frustrationstoleranz und eine niedrige Schwelle für aggressives, auch gewalttätiges Verhalten, eine Neigung, andere zu beschuldigen oder vordergründige Rationalisierungen für das Verhalten anzubieten, durch das der betreffende Patient in einen Konflikt mit der Gesellschaft geraten ist. Persönlichkeit(sstörung): amoralisch Persönlichkeit(sstörung): antisozial Persönlichkeit(sstörung): asozial Persönlichkeit(sstörung): psychopathisch Persönlichkeit(sstörung): soziopathisch Emotional instabile Persönlichkeitsstörung Eine Persönlichkeitsstörung mit deutlicher Tendenz, Impulse ohne Berücksichtigung von Konsequenzen auszuagieren, verbunden mit unvorhersehbarer und launenhafter Stimmung. Es besteht eine Neigung zu emotionalen Ausbrüchen und eine Unfähigkeit, impulshaftes Verhalten zu kontrollieren. Ferner besteht eine Tendenz zu streitsüchtigem Verhalten und zu Konflikten mit anderen, insbesondere wenn impulsive Handlungen durchkreuzt oder behindert werden. Zwei Erscheinungsformen können unterschieden werden: Ein impulsiver Typus, vorwiegend gekennzeichnet durch emotionale Instabilität und mangelnde Impulskontrolle; und ein Borderline- Typus, zusätzlich gekennzeichnet durch Störungen des Selbstbildes, der Ziele und der inneren Präferenzen, durch ein chronisches Gefühl von Leere, durch intensive, aber unbeständige Beziehungen und eine Neigung zu selbstdestruktivem Verhalten mit parasuizidalen Handlungen und Suizidversuchen. Histrionische Persönlichkeitsstörung Eine Persönlichkeitsstörung, die durch oberflächliche und labile Affektivität, Dramatisierung, einen theatralischen, übertriebenen Ausdruck von Gefühlen, durch Suggestibilität, Egozentrik, Genusssucht, Mangel an Rücksichtnahme, erhöhte Kränkbarkeit und ein dauerndes Verlangen nach Anerkennung, äußeren Reizen und Aufmerksamkeit gekennzeichnet ist. Persönlichkeit(sstörung): hysterisch Persönlichkeit(sstörung): infantil Anankastische [zwanghafte] Persönlichkeitsstörung Eine Persönlichkeitsstörung, die durch Gefühle von Zweifel, Perfektionismus, übertriebener Gewissenhaftigkeit, ständigen Kontrollen, Halsstarrigkeit, Vorsicht und Starrheit gekennzeichnet ist. Es können beharrliche und unerwünschte Gedanken oder Impulse auftreten, die nicht die Schwere einer Zwangsstörung erreichen. Zwanghafte Persönlichkeit(sstörung) Zwangspersönlichkeit(sstörung) Ängstliche (vermeidende) Persönlichkeitsstörung Eine Persönlichkeitsstörung, die durch Gefühle von Anspannung und Besorgtheit, Unsicherheit und Minderwertigkeit gekennzeichnet ist. Es besteht eine andauernde Sehnsucht nach Zuneigung und Akzeptiertwerden, eine Überempfindlichkeit gegenüber Zurückweisung und Kritik mit eingeschränkter Beziehungsfähigkeit. Die betreffende Person neigt zur Überbetonung potentieller Gefahren oder Risiken alltäglicher Situationen bis zur Vermeidung bestimmter Aktivitäten. Abhängige (asthenische) Persönlichkeitsstörung Personen mit dieser Persönlichkeitsstörung verlassen sich bei kleineren oder größeren Lebensentscheidungen passiv auf andere Menschen. Die Störung ist ferner durch große Trennungsangst, Gefühle von Hilflosigkeit und Inkompetenz, durch eine Neigung, sich den Wünschen älterer und anderer unterzuordnen sowie durch ein Versagen gegenüber den Anforderungen des täglichen Lebens gekennzeichnet. Die Kraftlosigkeit kann sich im intellektuellen emotionalen Bereich zeigen; bei Schwierigkeiten besteht die Tendenz, die Verantwortung anderen zuzuschieben. Persönlichkeit(sstörung): asthenisch Persönlichkeit(sstörung): inadäquat Persönlichkeit(sstörung): passiv Persönlichkeit(sstörung): selbstschädigend Sonstige spezifische Persönlichkeitsstörungen Persönlichkeit(sstörung): exzentrisch Persönlichkeit(sstörung): haltlos Persönlichkeit(sstörung): narzisstisch Persönlichkeit(sstörung): passiv-aggressiv Persönlichkeit(sstörung): psychoneurotisch Persönlichkeit(sstörung): unreif Persönlichkeitsstörung, nicht näher bezeichnet Charakterneurose o.n.A. Pathologische Persönlichkeit o.n.A."
F61,"Kombinierte und andere Persönlichkeitsstörungen Diese Kategorie ist vorgesehen für Persönlichkeitsstörungen, die häufig zu Beeinträchtigungen führen, aber nicht die spezifischen Symptombilder der in F60.- beschriebenen Störungen aufweisen. Daher sind sie häufig schwieriger als die Störungen in F60.- zu diagnostizieren. Beispiele: Kombinierte Persönlichkeitsstörungen mit Merkmalen aus verschiedenen der unter F60.- aufgeführten Störungen, jedoch ohne ein vorherrschendes Symptombild, das eine genauere Diagnose ermöglichen würde. Störende Persönlichkeitsänderungen, die nicht in F60.- oder F62.- einzuordnen sind, und Zweitdiagnosen zu bestehenden Affekt- oder Angststörung sind."
F62,"Andauernde Persönlichkeitsänderungen, nicht Folge einer Schädigung oder Krankheit des Gehirns Persönlichkeits- und Verhaltensstörungen ohne vorbestehende Persönlichkeitsstörung nach extremer oder übermäßiger, anhaltender Belastung oder schweren psychiatrischen Krankheiten. Diese Diagnosen sollten nur dann gestellt werden, wenn Hinweise auf eine eindeutige und andauernde Veränderung in der Wahrnehmung sowie im Verhalten und Denken bezüglich der Umwelt und der eigenen Person vorliegen. Die Persönlichkeitsänderung sollte deutlich ausgeprägt sein und mit einem unflexiblen und fehlangepassten Verhalten verbunden sein, das vor der pathogenen Erfahrung nicht bestanden hat. Die Änderung sollte nicht Ausdruck einer anderen psychischen Störung oder Residualsymptom einer vorangegangenen psychischen Störung sein. Andauernde Persönlichkeitsänderung nach Extrembelastung Eine andauernde, wenigstens über zwei Jahre bestehende Persönlichkeitsänderung kann einer Belastung katastrophalen Ausmaßes folgen. Die Belastung muss extrem sein, dass die Vulnerabilität der betreffenden Person als Erklärung für die tief greifende Auswirkung auf die Persönlichkeit nicht in Erwägung gezogen werden muss. Die Störung ist durch eine feindliche oder misstrauische Haltung gegenüber der Welt, durch sozialen Rückzug, Gefühle der Leere oder Hoffnungslosigkeit, ein chronisches Gefühl der Anspannung wie bei ständigem Bedrohtsein und Entfremdungsgefühl, gekennzeichnet. Eine posttraumatische Belastungsstörung (F43.1) kann dieser Form der Persönlichkeitsänderung vorausgegangen sein. Persönlichkeitsänderungen nach: andauerndem Ausgesetztsein lebensbedrohlicher Situationen, etwa als Opfer von Terrorismus Persönlichkeitsänderungen nach: andauernder Gefangenschaft mit unmittelbarer Todesgefahr Persönlichkeitsänderungen nach: Folter Persönlichkeitsänderungen nach: Katastrophen Persönlichkeitsänderungen nach: Konzentrationslagererfahrungen Andauernde Persönlichkeitsänderung nach psychischer Krankheit Eine auf der traumatischen Erfahrung einer schweren psychiatrischen Krankheit beruhende, wenigstens über zwei Jahre bestehende Persönlichkeitsänderung. Die Änderung kann nicht durch eine vorbestehende Persönlichkeitsstörung erklärt werden und sollte vom Residualzustand einer Schizophrenie und anderen Zustandsbildern unvollständiger Rückbildung einer vorausgegangenen psychischen Störung unterschieden werden. Die Störung ist gekennzeichnet durch eine hochgradige Abhängigkeit sowie Anspruchs- und Erwartungshaltung gegenüber anderen, eine Überzeugung, durch die Krankheit verändert oder stigmatisiert worden zu sein. Dies führt zu einer Unfähigkeit, enge und vertrauensvolle persönliche Beziehungen aufzunehmen und beizubehalten, sowie zu sozialer Isolation. Ferner finden sich Passivität, verminderte Interessen und Vernachlässigung von Freizeitbeschäftigungen, ständige Beschwerden über das Kranksein, oft verbunden mit hypochondrischen Klagen und kränkelndem Verhalten, dysphorische oder labile Stimmung, die nicht auf dem Vorliegen einer gegenwärtigen psychischen Störung oder einer vorausgegangenen psychischen Störung mit affektiven Residualsymptomen beruht. Schließlich bestehen seit längerer Zeit Probleme in der sozialen und beruflichen Funktionsfähigkeit. Sonstige andauernde Persönlichkeitsänderungen Andauernde Persönlichkeitsänderung, nicht näher bezeichnet"
F63,"Abnorme Gewohnheiten und Störungen der Impulskontrolle In dieser Kategorie sind verschiedene nicht an anderer Stelle klassifizierbare Verhaltensstörungen zusammengefasst. Sie sind durch wiederholte Handlungen ohne vernünftige Motivation gekennzeichnet, die nicht kontrolliert werden können und die meist die Interessen des betroffenen Patienten oder anderer Menschen schädigen. Der betroffene Patient berichtet von impulshaftem Verhalten. Die Ursachen dieser Störungen sind unklar, sie sind wegen deskriptiver Ähnlichkeiten hier gemeinsam aufgeführt, nicht weil sie andere wichtige Merkmale teilen. Pathologisches Spielen Die Störung besteht in häufigem und wiederholtem episodenhaften Glücksspiel, das die Lebensführung des betroffenen Patienten beherrscht und zum Verfall der sozialen, beruflichen, materiellen und familiären Werte und Verpflichtungen führt. Zwanghaftes Spielen Pathologische Brandstiftung [Pyromanie] Die Störung ist durch häufige tatsächliche oder versuchte Brandstiftung an Gebäuden oder anderem Eigentum ohne verständliches Motiv und durch eine anhaltende Beschäftigung der betroffenen Person mit Feuer und Brand charakterisiert. Das Verhalten ist häufig mit wachsender innerer Spannung vor der Handlung und starker Erregung sofort nach ihrer Ausführung verbunden. Pathologisches Stehlen [Kleptomanie] Die Störung charakterisiert wiederholtes Versagen Impulsen zu widerstehen, Dinge zu stehlen, die nicht dem persönlichen Gebrauch oder der Bereicherung dienen. Statt dessen werden die Gegenstände weggeworfen, weggegeben oder gehortet. Dieses Verhalten ist meist mit wachsender innerer Spannung vor der Handlung und einem Gefühl von Befriedigung während und sofort nach der Tat verbunden. Trichotillomanie Bei dieser Störung kommt es nach immer wieder misslungenem Versuch, sich gegen Impulse zum Ausreißen der Haare zu wehren, zu einem beachtlichen Haarverlust. Das Ausreißen der Haare ist häufig mit dem Gefühl wachsender Spannung verbunden und einem anschließenden Gefühl von Erleichterung und Befriedigung. Diese Diagnose soll nicht gestellt werden, wenn zuvor eine Hautentzündung bestand oder wenn das Ausreißen der Haare eine Reaktion auf ein Wahnphänomen oder eine Halluzination ist. Sonstige abnorme Gewohnheiten und Störungen der Impulskontrolle In diese Kategorie fallen andere Arten sich dauernd wiederholenden unangepassten Verhaltens, die nicht Folge eines erkennbaren psychiatrischen Syndroms sind und bei denen der betroffene Patient den Impulsen, das pathologische Verhalten auszuführen, nicht widerstehen kann. Nach einer vorausgehenden Periode mit Anspannung folgt während des Handlungsablaufs ein Gefühl der Erleichterung. Störung mit intermittierend auftretender Reizbarkeit Abnorme Gewohnheit und Störung der Impulskontrolle, nicht näher bezeichnet"
F64,"Störungen der Geschlechtsidentität Transsexualismus Der Wunsch, als Angehöriger des anderen Geschlechtes zu leben und anerkannt zu werden. Dieser geht meist mit Unbehagen oder dem Gefühl der Nichtzugehörigkeit zum eigenen anatomischen Geschlecht einher. Es besteht der Wunsch nach chirurgischer und hormoneller Behandlung, um den eigenen Körper dem bevorzugten Geschlecht soweit wie möglich anzugleichen. Transvestitismus unter Beibehaltung beider Geschlechtsrollen Tragen gegengeschlechtlicher Kleidung, um die zeitweilige Erfahrung der Zugehörigkeit zum anderen Geschlecht zu erleben. Der Wunsch nach dauerhafter Genitalorganumwandlung oder chirurgischer Korrektur besteht nicht; der Kleiderwechsel ist nicht von sexueller Erregung begleitet. Störung der Geschlechtsidentität in der Adoleszenz oder im Erwachsenenalter, nicht transsexueller Typus Störung der Geschlechtsidentität des Kindesalters Diese Störung zeigt sich während der frühen Kindheit, immer lange vor der Pubertät. Sie ist durch ein anhaltendes und starkes Unbehagen über das zugefallene Geschlecht gekennzeichnet, zusammen mit dem Wunsch oder der ständigen Beteuerung, zum anderen Geschlecht zu gehören. Es besteht eine andauernde Beschäftigung mit der Kleidung oder den Aktivitäten des anderen Geschlechtes und eine Ablehnung des eigenen Geschlechtes. Die Diagnose erfordert eine tief greifende Störung der normalen Geschlechtsidentität; eine bloße Knabenhaftigkeit bei Mädchen und ein mädchenhaftes Verhalten bei Jungen sind nicht ausreichend. Geschlechtsidentitätsstörungen bei Personen, welche die Pubertät erreicht haben oder gerade erreichen, sind nicht hier, sondern unter F66.- zu klassifizieren. Sonstige Störungen der Geschlechtsidentität Störung der Geschlechtsidentität, nicht näher bezeichnet Störung der Geschlechtsrolle o.n.A."
F65,"Störungen der Sexualpräferenz Paraphilie Fetischismus Gebrauch toter Objekte als Stimuli für die sexuelle Erregung und Befriedigung. Viele Fetische stellen eine Erweiterung des menschlichen Körpers dar, z.B. Kleidungsstücke oder Schuhwerk. Andere gebräuchliche Beispiele sind Gegenstände aus Gummi, Plastik oder Leder. Die Fetischobjekte haben individuell wechselnde Bedeutung. In einigen Fällen dienen sie lediglich der Verstärkung der auf üblichem Wege erreichten sexuellen Erregung (z.B. wenn der Partner ein bestimmtes Kleidungsstück tragen soll). Fetischistischer Transvestitismus Zur Erreichung sexueller Erregung wird Kleidung des anderen Geschlechts getragen; damit wird der Anschein erweckt, dass es sich um eine Person des anderen Geschlechts handelt. Fetischistischer Transvestitismus unterscheidet sich vom transsexuellen Transvestitismus durch die deutliche Kopplung an sexuelle Erregung und das starke Verlangen, die Kleidung nach dem eingetretenen Orgasmus und dem Nachlassen der sexuellen Erregung abzulegen. Er kann als eine frühere Phase in der Entwicklung eines Transsexualismus auftreten. Transvestitischer Fetischismus Exhibitionismus Die wiederkehrende oder anhaltende Neigung, die eigenen Genitalien vor meist gegengeschlechtlichen Fremden in der Öffentlichkeit zu entblößen, ohne zu einem näheren Kontakt aufzufordern oder diesen zu wünschen. Meist wird das Zeigen von sexueller Erregung begleitet und im Allgemeinen kommt es zu nachfolgender Masturbation. Voyeurismus Wiederkehrender oder anhaltender Drang, anderen Menschen bei sexuellen Aktivitäten oder intimen Tätigkeiten, z.B. Entkleiden, zuzusehen ohne Wissen der beobachteten Person. Zumeist führt dies beim Beobachtenden zu sexueller Erregung und Masturbation. Pädophilie Sexuelle Präferenz für Kinder, Jungen oder Mädchen oder Kinder beiderlei Geschlechts, die sich meist in der Vorpubertät oder in einem frühen Stadium der Pubertät befinden. Sadomasochismus Es werden sexuelle Aktivitäten mit Zufügung von Schmerzen, Erniedrigung oder Fesseln bevorzugt. Wenn die betroffene Person diese Art der Stimulation erleidet, handelt es sich um Masochismus; wenn sie sie jemand anderem zufügt, um Sadismus. Oft empfindet die betroffene Person sowohl bei masochistischen als auch sadistischen Aktivitäten sexuelle Erregung. Masochismus Sadismus Multiple Störungen der Sexualpräferenz In manchen Fällen bestehen bei einer Person mehrere abnorme sexuelle Präferenzen, ohne dass eine im Vordergrund steht. Die häufigste Kombination ist Fetischismus, Transvestitismus und Sadomasochismus. Sonstige Störungen der Sexualpräferenz Hier sind eine Vielzahl anderer sexueller Präferenzen und Aktivitäten zu klassifizieren wie obszöne Telefonanrufe, Pressen des eigenen Körpers an andere Menschen zur sexuellen Stimulation in Menschenansammlungen, sexuelle Handlungen an Tieren, Strangulieren und Nutzung der Anoxie zur Steigerung der sexuellen Erregung. Frotteurismus Nekrophilie Störung der Sexualpräferenz, nicht näher bezeichnet Sexuelle Deviation o.n.A."
F66,"Psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung Sexuelle Reifungskrise Die betroffene Person leidet unter einer Unsicherheit hinsichtlich ihrer Geschlechtsidentität oder sexuellen Orientierung, mit Ängsten oder Depressionen. Meist kommt dies bei Heranwachsenden vor, die sich hinsichtlich ihrer homo-, hetero- oder bisexuellen Orientierung nicht sicher sind; oder bei Menschen, die nach einer Zeit scheinbar stabiler sexueller Orientierung, oftmals in einer lange dauernden Beziehung, die Erfahrung machen, dass sich ihre sexuelle Orientierung ändert. Ichdystone Sexualorientierung Die Geschlechtsidentität oder sexuelle Ausrichtung (heterosexuell, homosexuell, bisexuell oder präpubertär) ist eindeutig, aber die betroffene Person hat den Wunsch, dass diese wegen begleitender psychischer oder Verhaltensstörungen anders wäre und unterzieht sich möglicherweise einer Behandlung, um diese zu ändern. Sexuelle Beziehungsstörung Die Geschlechtsidentität oder sexuelle Orientierung (heterosexuell, homosexuell oder bisexuell) bereitet bei der Aufnahme oder Aufrechterhaltung einer Beziehung mit einem Sexualpartner Probleme. Sonstige psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung Psychische und Verhaltensstörung in Verbindung mit der sexuellen Entwicklung und Orientierung, nicht näher bezeichnet"
F68,"Andere Persönlichkeits- und Verhaltensstörungen Entwicklung körperlicher Symptome aus psychischen Gründen Körperliche Symptome, vereinbar mit und ursprünglich verursacht durch eine belegbare körperliche Störung, Krankheit oder Behinderung werden wegen des psychischen Zustandes der betroffenen Person aggraviert oder halten länger an. Der betroffene Patient ist meist durch die Schmerzen oder die Behinderung beeinträchtigt; sie wird beherrscht von mitunter berechtigten Sorgen über längerdauernde oder zunehmende Behinderung oder Schmerzen. Rentenneurose Artifizielle Störung [absichtliches Erzeugen oder Vortäuschen von körperlichen oder psychischen Symptomen oder Behinderungen] Der betroffene Patient täuscht Symptome wiederholt ohne einleuchtenden Grund vor und kann sich sogar, um Symptome oder klinische Zeichen hervorzurufen, absichtlich selbst beschädigen. Die Motivation ist unklar, vermutlich besteht das Ziel, die Krankenrolle einzunehmen. Die Störung ist oft mit deutlichen Persönlichkeits- und Beziehungsstörungen kombiniert. Durch Institutionen wandernder Patient [peregrinating patient] Hospital-hopper-Syndrom Münchhausen-Syndrom Sonstige näher bezeichnete Persönlichkeits- und Verhaltensstörungen Charakterstörung o.n.A. Störung zwischenmenschlicher Beziehung o.n.A."
F69,Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung
F70,"Leichte Intelligenzminderung IQ-Bereich von 50-69 (bei Erwachsenen Intelligenzalter von 9 bis unter 12 Jahren). Lernschwierigkeiten in der Schule. Viele Erwachsene können arbeiten, gute soziale Beziehungen unterhalten und ihren Beitrag zur Gesellschaft leisten. Debilität Leichte geistige Behinderung"
F71,Mittelgradige Intelligenzminderung IQ-Bereich von 35-49 (bei Erwachsenen Intelligenzalter von 6 bis unter 9 Jahren). Deutliche Entwicklungsverzögerung in der Kindheit. Die meisten können aber ein gewisses Maß an Unabhängigkeit erreichen und eine ausreichende Kommunikationsfähigkeit und Ausbildung erwerben. Erwachsene brauchen in unterschiedlichem Ausmaß Unterstützung im täglichen Leben und bei der Arbeit. Mittelgradige geistige Behinderung
F72,Schwere Intelligenzminderung IQ-Bereich von 20-34 (bei Erwachsenen Intelligenzalter von 3 bis unter 6 Jahren). Andauernde Unterstützung ist notwendig. Schwere geistige Behinderung
F73,"Schwerste Intelligenzminderung IQ unter 20 (bei Erwachsenen Intelligenzalter unter 3 Jahren). Die eigene Versorgung, Kontinenz, Kommunikation und Beweglichkeit sind hochgradig beeinträchtigt. Schwerste geistige Behinderung"
F74,Dissoziierte Intelligenz Es besteht eine deutliche Diskrepanz (mindestens 15 IQ-Punkte) z.B. zwischen Sprach-IQ und Handlungs-IQ.
F78,"Andere Intelligenzminderung Diese Kategorie soll nur verwendet werden, wenn die Beurteilung der Intelligenzminderung mit Hilfe der üblichen Verfahren wegen begleitender sensorischer oder körperlicher Beeinträchtigungen besonders schwierig oder unmöglich ist, wie bei Blinden, Taubstummen, schwer verhaltensgestörten oder körperlich behinderten Personen."
F79,"Nicht näher bezeichnete Intelligenzminderung Die Informationen sind nicht ausreichend, die Intelligenzminderung in eine der oben genannten Kategorien einzuordnen. Geistig: Behinderung o.n.A. Geistig: Defizite o.n.A."
F80,"Umschriebene Entwicklungsstörungen des Sprechens und der Sprache Es handelt sich um Störungen, bei denen die normalen Muster des Spracherwerbs von frühen Entwicklungsstadien an beeinträchtigt sind. Die Störungen können nicht direkt neurologischen Störungen oder Veränderungen des Sprachablaufs, sensorischen Beeinträchtigungen, Intelligenzminderung oder Umweltfaktoren zugeordnet werden. Umschriebene Entwicklungsstörungen des Sprechens und der Sprache ziehen oft sekundäre Folgen nach sich, wie Schwierigkeiten beim Lesen und Rechtschreiben, Störungen im Bereich der zwischenmenschlichen Beziehungen, im emotionalen und Verhaltensbereich. Artikulationsstörung Eine umschriebene Entwicklungsstörung, bei der die Artikulation des Kindes unterhalb des seinem Intelligenzalter angemessenen Niveaus liegt, seine sprachlichen Fähigkeiten jedoch im Normbereich liegen. Dyslalie Entwicklungsbedingte Artikulationsstörung Funktionelle Artikulationsstörung Lallen Phonologische Entwicklungsstörung Expressive Sprachstörung Eine umschriebene Entwicklungsstörung, bei der die Fähigkeit des Kindes, die expressiv gesprochene Sprache zu gebrauchen, deutlich unterhalb des seinem Intelligenzalter angemessenen Niveaus liegt, das Sprachverständnis liegt jedoch im Normbereich. Störungen der Artikulation können vorkommen. Entwicklungsbedingte Dysphasie oder Aphasie, expressiver Typ Rezeptive Sprachstörung Eine umschriebene Entwicklungsstörung, bei der das Sprachverständnis des Kindes unterhalb des seinem Intelligenzalter angemessenen Niveaus liegt. In praktisch allen Fällen ist auch die expressive Sprache deutlich beeinflusst, Störungen in der Wort-Laut-Produktion sind häufig. Angeborene fehlende akustische Wahrnehmung Entwicklungsbedingt: Dysphasie oder Aphasie, rezeptiver Typ Entwicklungsbedingt: Wernicke-Aphasie Worttaubheit Erworbene Aphasie mit Epilepsie [Landau-Kleffner-Syndrom] Eine Störung, bei der ein Kind, welches vorher normale Fortschritte in der Sprachentwicklung gemacht hatte, sowohl rezeptive als auch expressive Sprachfertigkeiten verliert, die allgemeine Intelligenz aber erhalten bleibt. Der Beginn der Störung wird von paroxysmalen Auffälligkeiten im EEG begleitet und in der Mehrzahl der Fälle auch von epileptischen Anfällen. Typischerweise liegt der Beginn im Alter von 3-7 Jahren mit einem Verlust der Sprachfertigkeiten innerhalb von Tagen oder Wochen. Der zeitliche Zusammenhang zwischen dem Beginn der Krampfanfälle und dem Verlust der Sprache ist variabel, wobei das eine oder das andere um ein paar Monate bis zu zwei Jahren vorausgehen kann. Als möglicher Grund für diese Störung ist ein entzündlicher enzephalitischer Prozess zu vermuten. Etwa zwei Drittel der Patienten behalten einen mehr oder weniger rezeptiven Sprachdefekt. Sonstige Entwicklungsstörungen des Sprechens oder der Sprache Lispeln Entwicklungsstörung des Sprechens oder der Sprache, nicht näher bezeichnet Sprachstörung o.n.A."
F81,"Umschriebene Entwicklungsstörungen schulischer Fertigkeiten Es handelt sich um Störungen, bei denen die normalen Muster des Fertigkeitserwerbs von frühen Entwicklungsstadien an gestört sind. Dies ist nicht einfach Folge eines Mangels an Gelegenheit zu lernen; es ist auch nicht allein als Folge einer Intelligenzminderung oder irgendeiner erworbenen Hirnschädigung oder -krankheit aufzufassen. Lese- und Rechtschreibstörung Das Hauptmerkmal ist eine umschriebene und bedeutsame Beeinträchtigung in der Entwicklung der Lesefertigkeiten, die nicht allein durch das Entwicklungsalter, Visusprobleme oder unangemessene Beschulung erklärbar ist. Das Leseverständnis, die Fähigkeit, gelesene Worte wieder zu erkennen, vorzulesen und Leistungen, für welche Lesefähigkeit nötig ist, können sämtlich betroffen sein. Bei umschriebenen Lesestörungen sind Rechtschreibstörungen häufig und persistieren oft bis in die Adoleszenz, auch wenn einige Fortschritte im Lesen gemacht werden. Umschriebenen Entwicklungsstörungen des Lesens gehen Entwicklungsstörungen des Sprechens oder der Sprache voraus. Während der Schulzeit sind begleitende Störungen im emotionalen und Verhaltensbereich häufig. Entwicklungsdyslexie Umschriebene Lesestörung ""Leserückstand"" Isolierte Rechtschreibstörung Es handelt sich um eine Störung, deren Hauptmerkmal in einer umschriebenen und bedeutsamen Beeinträchtigung der Entwicklung von Rechtschreibfertigkeiten besteht, ohne Vorgeschichte einer Lesestörung. Sie ist nicht allein durch ein zu niedriges Intelligenzalter, durch Visusprobleme oder unangemessene Beschulung erklärbar. Die Fähigkeiten, mündlich zu buchstabieren und Wörter korrekt zu schreiben, sind beide betroffen. Umschriebene Verzögerung der Rechtschreibfähigkeit (ohne Lesestörung) Rechenstörung Diese Störung besteht in einer umschriebenen Beeinträchtigung von Rechenfertigkeiten, die nicht allein durch eine allgemeine Intelligenzminderung oder eine unangemessene Beschulung erklärbar ist. Das Defizit betrifft vor allem die Beherrschung grundlegender Rechenfertigkeiten, wie Addition, Subtraktion, Multiplikation und Division, weniger die höheren mathematischen Fertigkeiten, die für Algebra, Trigonometrie, Geometrie oder Differential- und Integralrechnung benötigt werden. Entwicklungsbedingtes Gerstmann-Syndrom Entwicklungsstörung des Rechnens Entwicklungs-Akalkulie Kombinierte Störungen schulischer Fertigkeiten Dies ist eine schlecht definierte Restkategorie für Störungen mit deutlicher Beeinträchtigung der Rechen-, der Lese- und der Rechtschreibfähigkeiten. Die Störung ist jedoch nicht allein durch eine allgemeine Intelligenzminderung oder eine unangemessene Beschulung erklärbar. Sie soll für Störungen verwendet werden, die die Kriterien für F81.2 und F81.0 oder F81.1 erfüllen. Sonstige Entwicklungsstörungen schulischer Fertigkeiten Entwicklungsbedingte expressive Schreibstörung Entwicklungsstörung schulischer Fertigkeiten, nicht näher bezeichnet Lernbehinderung o.n.A. Lernstörung o.n.A. Störung des Wissenserwerbs o.n.A."
F82,"Umschriebene Entwicklungsstörung der motorischen Funktionen Hauptmerkmal ist eine schwerwiegende Entwicklungsbeeinträchtigung der motorischen Koordination, die nicht allein durch eine Intelligenzminderung oder eine spezifische angeborene oder erworbene neurologische Störung erklärbar ist. In den meisten Fällen zeigt eine sorgfältige klinische Untersuchung dennoch deutliche entwicklungsneurologische Unreifezeichen wie choreoforme Bewegungen freigehaltener Glieder oder Spiegelbewegungen und andere begleitende motorische Merkmale, ebenso wie Zeichen einer mangelhaften fein- oder grobmotorischen Koordination. Entwicklungsbedingte Koordinationsstörung Entwicklungsdyspraxie Syndrom des ungeschickten Kindes Umschriebene Entwicklungsstörung der Grobmotorik Umschriebene Entwicklungsstörung der Fein- und Graphomotorik Umschriebene Entwicklungsstörung der Mundmotorik Umschriebene Entwicklungsstörung der motorischen Funktionen, nicht näher bezeichnet"
